blueprint_path,blueprint_short,species_key,display_name_pt,dino_role,tier,prestige_rank,commerce_channel,R,B,mercado_0,mercado_254,encomenda_0,encomenda_254,id_loja_novo,id_loja_antigo_l1,id_loja_antigo_l200,price_antigo_l1,price_antigo_l200
/Game/Mods/SmallBosses/SmallDragon/Volcano_SmallDragon_Character_BP.Volcano_SmallDragon_Character_BP,volcano_smalldragon_character_bp,sb_volcano_dragon,Volcano Small Dragon,boss,A,72,market_p2p,26000,94000,26000,120000,41600,168500,sb_volcano_dragon,sb_volcano_dragon,sb_volcano_dragon_200,8500,15500
/Game/Mods/SmallBosses/SmallDrake/SmallDrake_Character_BP_Fire.SmallDrake_Character_BP_Fire,smalldrake_character_bp_fire,sb_drake_fire,Small Drake Fogo,raid,A,63,market_p2p,15500,74500,15500,90000,24800,125375,sb_drake_fire,sb_drake_fire,sb_drake_fire_200,5500,11000
/Game/Mods/SmallBosses/SmallHippocampus/SmallHippocampus_Character_BP.SmallHippocampus_Character_BP,smallhippocampus_character_bp,sb_hippocampus,Small Hippocampus,locomocao,A,58,market_p2p,6500,35500,6500,42000,10400,58325,sb_hippocampus,sb_hippocampus,sb_hippocampus_200,6000,12000
/Game/Mods/SmallBosses/SmallHydra/SmallHydra_Character_BP.SmallHydra_Character_BP,smallhydra_character_bp,sb_hydra,Small Hydra,boss,S,74,market_p2p,52000,98000,52000,150000,83200,215500,sb_hydra,sb_hydra,sb_hydra_200,9000,14000
/Game/Mods/SmallBosses/SmallManticore/SmallManticore_Character_BP.SmallManticore_Character_BP,smallmanticore_character_bp,sb_manticore,Small Manticore,boss,A,65,market_p2p,24500,95500,24500,120000,39200,168125,sb_manticore,sb_manticore,sb_manticore_200,7000,14000
/Game/Mods/SmallBosses/SmallMegapithecus/SmallGorilla_Character_BP.SmallGorilla_Character_BP,smallgorilla_character_bp,sb_megapithecus,Small Megapithecus,boss,A,64,market_p2p,24500,95500,24500,120000,39200,168125,sb_megapithecus,sb_megapithecus,sb_megapithecus_200,6500,11500
/Game/Mods/SmallBosses/SmallMoeder/SmallMoeder_Character_BP.SmallMoeder_Character_BP,smallmoeder_character_bp,sb_moeder,Small Moeder,boss,B,55,market_p2p,5000,20000,5000,25000,8000,35000,sb_moeder,sb_moeder,sb_moeder_200,3500,6500
/Game/PrimalEarth/Dinos/Carcharodontosaurus/Carcha_Character_BP.Carcha_Character_BP,carcha_character_bp,carcha,Carcharodontosaurus,raid,S+,88,market_p2p,25000,125000,25000,150000,40000,208750,carcha,carcha_femea,carcha,12000,30000
/Game/PrimalEarth/Dinos/Giganotosaurus/BionicGigant_Character_BP.BionicGigant_Character_BP,bionicgigant_character_bp,bionicgigant,Giganotossauro Tek,ataque,S+,86,market_p2p,46000,104000,46000,150000,73600,214000,bionicgigant,bionicgigant_femea,bionicgigant,25000,44000
/Game/PrimalEarth/Dinos/Giganotosaurus/Gigant_Character_BP.Gigant_Character_BP,gigant_character_bp,giga,Giganotosaurus,ataque,S,82,market_p2p,22500,85500,22500,108000,36000,151425,giga,giga_femea,giga,15000,37500
/Game/PrimalEarth/Dinos/Megalosaurus/Megalosaurus_Character_BP.Megalosaurus_Character_BP,megalosaurus_character_bp,megalosaurus,Megalosaurus,ataque,A,62,market_p2p,9000,66000,9000,75000,14400,103500,megalosaurus,megalosaurus_femea,megalosaurus,6000,18000
/Game/PrimalEarth/Dinos/Megalosaurus/Megalosaurus_Character_BP_Aberrant.Megalosaurus_Character_BP_Aberrant,megalosaurus_character_bp_aberrant,megalosaurus_aberrant,Megalosaurus Aberrante,ataque,A,64,market_p2p,9500,65500,9500,75000,15200,103625,megalosaurus_aberrant,megalosaurus_aberrant_femea,megalosaurus_aberrant,7000,21000
/Game/PrimalEarth/Dinos/Raptor/Uberraptor/Deinonychus_Character_BP.Deinonychus_Character_BP,deinonychus_character_bp,deinonychus,Deinonychus,ataque,A,65,market_p2p,9500,65500,9500,75000,15200,103625,deinonychus,deinonychus_femea,deinonychus,5000,15000
/Game/PrimalEarth/Dinos/Rex/BionicRex_Character_BP.BionicRex_Character_BP,bionicrex_character_bp,bionicrex,Rex Tek,ataque,S+,84,market_p2p,45000,105000,45000,150000,72000,213750,bionicrex,bionicrex_femea,bionicrex,20000,35000
/Game/PrimalEarth/Dinos/Rex/Rex_Character_BP.Rex_Character_BP,rex_character_bp,rex,Rex,ataque,S,75,market_p2p,18000,90000,18000,108000,28800,150300,rex,rex_femea,rex,5000,15000
/Game/PrimalEarth/Dinos/Allosaurus/Allo_Character_BP.Allo_Character_BP,Allo_Character_BP.Allo_Character_BP,allosaurus,Allosaurus,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,allosaurus,,allosaurus,0,0
/Game/PrimalEarth/Dinos/Ankylosaurus/Ankylo_Character_BP.Ankylo_Character_BP,Ankylo_Character_BP.Ankylo_Character_BP,ankylosaurus,Anquilossauro,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,ankylosaurus,,ankylosaurus,0,0
/Game/PrimalEarth/Dinos/Argentavis/Argent_Character_BP.Argent_Character_BP,Argent_Character_BP.Argent_Character_BP,argentavis,Argentavis,locomocao,B,46,market_p2p,3500,31500,3500,35000,5600,48125,argentavis,,argentavis,0,0
/Game/PrimalEarth/Dinos/Baryonyx/Baryonyx_Character_BP.Baryonyx_Character_BP,Baryonyx_Character_BP.Baryonyx_Character_BP,baryonyx,Baryonyx,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,baryonyx,,baryonyx,0,0
/Game/PrimalEarth/Dinos/Basilosaurus/Basilosaurus_Character_BP.Basilosaurus_Character_BP,Basilosaurus_Character_BP.Basilosaurus_Character_BP,basilosaurus,Basilosaurus,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,basilosaurus,,basilosaurus,0,0
/Game/PrimalEarth/Dinos/Sauropod/Sauropod_Character_BP.Sauropod_Character_BP,Sauropod_Character_BP.Sauropod_Character_BP,brontosaurus,Brontossauro,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,brontosaurus,,brontosaurus,0,0
/Game/PrimalEarth/Dinos/Turtle/Turtle_Character_BP.Turtle_Character_BP,Turtle_Character_BP.Turtle_Character_BP,carbonemys,Carbonemys,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,carbonemys,,carbonemys,0,0
/Game/PrimalEarth/Dinos/Carno/Carno_Character_BP.Carno_Character_BP,Carno_Character_BP.Carno_Character_BP,carnotaurus,Carnotauro,ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,carnotaurus,,carnotaurus,0,0
/Game/PrimalEarth/Dinos/Beaver/Beaver_Character_BP.Beaver_Character_BP,Beaver_Character_BP.Beaver_Character_BP,castoroides,Castoroides,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,castoroides,,castoroides,0,0
/Game/PrimalEarth/Dinos/Daeodon/Daeodon_Character_BP.Daeodon_Character_BP,Daeodon_Character_BP.Daeodon_Character_BP,daeodon,Daeodon,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,daeodon,,daeodon,0,0
/Game/PrimalEarth/Dinos/Dilo/Dilo_Character_BP.Dilo_Character_BP,Dilo_Character_BP.Dilo_Character_BP,dilophosaur,Dilofoossauro,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,dilophosaur,,dilophosaur,0,0
/Game/PrimalEarth/Dinos/Diplodocus/Diplodocus_Character_BP.Diplodocus_Character_BP,Diplodocus_Character_BP.Diplodocus_Character_BP,diplodocus,Diplodocus,utilitario,C,28,market_p2p,800,7200,800,8000,1280,11000,diplodocus,,diplodocus,0,0
/Game/PrimalEarth/Dinos/Direbear/Direbear_Character_BP.Direbear_Character_BP,Direbear_Character_BP.Direbear_Character_BP,direbear,Urso Temível (Direbear),ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,direbear,,direbear,0,0
/Game/PrimalEarth/Dinos/Direwolf/Direwolf_Character_BP.Direwolf_Character_BP,Direwolf_Character_BP.Direwolf_Character_BP,direwolf,Lobo Temível (Direwolf),ataque,B,46,market_p2p,3500,31500,3500,35000,5600,48125,direwolf,,direwolf,0,0
/Game/PrimalEarth/Dinos/Doedicurus/Doed_Character_BP.Doed_Character_BP,Doed_Character_BP.Doed_Character_BP,doedicurus,Doedicurus,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,doedicurus,,doedicurus,0,0
/Game/PrimalEarth/Dinos/Dunkleosteus/Dunkle_Character_BP.Dunkle_Character_BP,Dunkle_Character_BP.Dunkle_Character_BP,dunkleosteus,Dunkleosteus,utilitario,B,46,market_p2p,2500,12500,2500,15000,4000,20875,dunkleosteus,,dunkleosteus,0,0
/Game/PrimalEarth/Dinos/Eel/Eel_Character_BP.Eel_Character_BP,Eel_Character_BP.Eel_Character_BP,electrophorus,Electrophorus,ataque,C,28,market_p2p,1500,13500,1500,15000,2400,20625,electrophorus,,electrophorus,0,0
/Game/PrimalEarth/Dinos/Equus/Equus_Character_BP.Equus_Character_BP,Equus_Character_BP.Equus_Character_BP,equus,Equus,locomocao,C,28,market_p2p,1000,7000,1000,8000,1600,11050,equus,,equus,0,0
